
PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-20,9,9,8,7,7,6,93,90,86,1023,1021,1019,14,7,3,13,5,16,0.00,8,Rain,93<br />
2015-1-21,9,9,8,7,6,6,93,87,80,1024,1022,1019,13,11,6,13,5,26,T,8,,132<br />
2015-1-22,12,9,5,6,6,4,96,81,66,1029,1026,1024,16,8,5,16,7,24,0.00,6,,226<br />
2015-1-23,8,6,3,6,5,3,100,93,86,1030,1028,1026,6,2,0,13,3,18,0.00,7,Fog,82<br />
2015-1-24,12,8,5,6,6,4,100,86,71,1026,1024,1022,6,2,0,14,5,21,0.00,6,Fog,123<br />
2015-1-25,13,8,4,6,5,3,100,82,64,1023,1021,1018,16,4,0,13,3,16,0.00,4,Fog,324<br />
2015-1-26,17,9,2,8,5,2,100,78,55,1019,1018,1016,11,5,0,14,5,18,0.00,5,Fog,190<br />
2015-1-27,17,13,9,12,11,8,100,83,65,1024,1023,1019,16,11,5,13,4,18,5.33,6,Rain,34<br />
2015-1-28,15,11,7,11,9,7,100,86,72,1025,1024,1022,11,4,0,10,2,14,0.00,4,Fog,214<br />
2015-1-29,18,13,8,11,9,8,100,84,67,1022,1020,1018,8,3,0,14,4,19,0.00,5,Fog,3<br />
2015-1-30,17,12,7,11,9,7,100,80,60,1018,1015,1012,6,3,0,13,3,14,0.00,5,Fog,325<br />
2015-1-31,17,12,6,10,8,6,100,80,60,1019,1015,1012,10,4,1,26,4,29,0.00,2,Fog,15<br />
2015-2-1,21,13,6,9,8,4,93,69,45,1022,1021,1019,13,7,4,16,4,19,0.00,2,,66<br />
2015-2-2,20,13,6,10,8,6,93,71,49,1022,1021,1019,11,7,5,10,2,13,0.00,3,,348<br />
2015-2-3,20,13,7,11,8,6,93,73,52,1022,1020,1019,8,5,3,14,4,21,0.00,3,,99<br />
2015-2-4,25,16,7,10,8,6,93,63,33,1020,1018,1016,16,12,5,14,5,18,0.00,4,,109<br />
2015-2-5,24,16,8,10,6,2,77,50,23,1017,1016,1013,16,16,16,19,7,21,0.00,5,,93<br />
2015-2-6,23,18,12,12,6,2,61,43,25,1020,1016,1014,16,15,4,32,11,42,3.56,7,Rain,132<br />
2015-2-7,19,16,13,16,14,11,100,92,84,1020,1019,1018,16,11,0,37,14,50,8.13,8,Fog-Rain,113<br />
2015-2-8,23,18,13,15,14,13,100,81,61,1020,1018,1015,16,12,0,32,16,43,0.25,6,Fog-Rain,138<br />
2015-2-9,21,16,11,12,10,8,93,71,49,1024,1022,1020,16,16,16,26,13,34,0.00,1,,324<br />
2015-2-10,14,11,7,9,8,6,93,83,72,1023,1021,1019,16,9,2,26,6,34,0.00,4,,328<br />
2015-2-11,21,13,6,11,8,6,100,74,47,1023,1021,1020,14,5,0,11,1,18,0.00,4,Fog,334<br />
2015-2-12,23,15,7,11,8,6,100,69,38,1024,1022,1021,16,7,0,13,5,24,0.00,2,Fog,41<br />
2015-2-13,24,16,8,11,9,7,93,67,41,1022,1020,1018,14,11,5,13,4,18,0.00,1,,55<br />
2015-2-14,24,16,8,13,9,7,93,65,36,1021,1019,1017,16,10,6,11,4,18,0.00,2,,292<br />
2015-2-15,23,16,9,12,10,8,93,70,46,1018,1016,1015,16,11,5,13,3,18,0.00,2,,58<br />
2015-2-16,24,17,9,12,11,8,96,69,41,1016,1015,1014,16,10,6,14,5,24,0.00,1,,350<br />
2015-2-17,24,16,8,13,11,7,96,70,44,1020,1018,1016,16,9,5,19,6,27,0.00,1,,326<br />
2015-2-18,16,12,9,11,10,9,100,86,72,1024,1022,1020,6,3,0,19,5,24,0.00,5,Fog,309<br />
2015-2-19,21,14,7,12,10,7,100,77,53,1022,1020,1017,11,4,0,19,5,26,0.00,2,Fog,338<br />
2015-2-20,15,13,10,11,10,9,100,89,77,1019,1017,1015,10,3,0,14,5,18,0.00,8,Fog,321<br />
2015-2-21,13,11,8,10,9,7,96,87,77,1016,1013,1011,5,4,2,11,2,14,0.00,7,,117<br />
2015-2-22,12,9,6,10,8,6,100,92,83,1011,1010,1010,16,5,1,14,5,21,4.57,7,Fog-Rain,346<br />
2015-2-23,14,11,7,9,7,4,93,72,51,1023,1016,1012,16,13,3,19,9,24,11.68,6,Rain,57<br />
2015-2-24,17,11,3,7,5,2,96,68,39,1028,1026,1024,16,14,2,13,6,23,0.00,1,,120<br />
2015-2-25,19,12,5,6,5,2,89,61,32,1026,1023,1019,16,15,14,16,2,19,0.00,1,,57<br />
2015-2-26,19,13,6,8,6,4,89,65,40,1019,1015,1012,16,14,8,11,3,23,0.00,3,,51<br />
2015-2-27,19,13,7,8,7,4,92,67,42,1012,1009,1006,16,13,6,27,10,35,0.00,5,,320<br />
2015-2-28,16,12,8,7,5,2,86,63,40,1013,1010,1007,16,16,16,23,10,27,0.51,6,,181<br />
2015-3-1,18,12,5,7,6,3,93,66,39,1015,1014,1013,16,16,16,16,5,21,0.00,5,Thunderstorm,212<br />
2015-3-2,15,12,8,9,7,5,86,69,51,1015,1012,1010,16,16,10,23,11,29,1.27,6,Rain,101<br />
2015-3-3,18,12,5,6,5,4,93,68,43,1017,1015,1014,16,16,16,23,8,31,0.00,2,,316<br />
2015-3-4,21,13,6,6,5,3,89,62,34,1024,1021,1017,16,16,11,16,5,21,0.00,3,,86<br />
2015-3-5,23,14,6,6,4,2,89,58,27,1028,1026,1024,16,16,16,14,5,19,0.00,0,,333<br />
2015-3-6,23,15,6,7,4,3,83,56,29,1026,1023,1021,16,16,16,13,2,21,0.00,0,,318<br />
2015-3-7,24,16,7,7,6,3,86,56,25,1021,1019,1016,16,15,11,13,5,16,0.00,1,,79<br />
2015-3-8,26,17,8,8,6,3,80,53,25,1019,1017,1014,16,15,10,21,5,27,0.00,2,,330<br />
2015-3-9,26,17,8,9,7,4,80,53,25,1017,1015,1012,16,15,11,13,4,19,0.00,0,,86<br />
2015-3-10,28,19,10,9,6,2,77,48,18,1015,1014,1012,16,16,14,14,6,23,0.00,5,,96<br />
2015-3-11,24,19,14,13,8,4,86,58,29,1022,1019,1014,16,16,10,29,10,42,0.25,7,Rain,337<br />
2015-3-12,23,17,10,12,10,8,96,69,41,1025,1023,1020,16,10,3,21,7,23,0.00,4,,360<br />
2015-3-13,27,18,9,11,9,7,89,59,28,1023,1021,1018,16,12,6,14,4,19,0.00,4,,92<br />
2015-3-14,31,23,14,11,8,1,77,46,15,1021,1018,1015,16,16,14,16,5,21,0.00,6,,91<br />
2015-3-15,33,24,16,11,6,0,56,35,13,1018,1016,1013,16,16,16,27,9,35,0.00,6,,137<br />
2015-3-16,27,19,11,9,7,4,66,51,35,1017,1015,1013,16,16,16,26,12,32,0.00,5,,307<br />
2015-3-17,23,18,13,11,9,7,77,56,35,1018,1016,1015,16,16,16,23,10,27,0.00,7,,312<br />
2015-3-18,24,18,11,9,8,4,83,58,33,1017,1016,1014,16,16,16,23,12,26,0.00,5,,314<br />
2015-3-19,27,19,11,9,7,5,77,53,28,1018,1016,1015,16,16,16,16,5,23,0.00,0,,272<br />
2015-3-20,27,19,12,9,7,3,83,52,21,1019,1018,1017,16,16,13,27,8,34,0.00,4,,36<br />
2015-3-21,26,18,9,7,4,0,71,45,19,1021,1019,1018,16,16,16,16,7,18,0.00,5,,307<br />
2015-3-22,26,19,12,11,7,4,77,52,27,1021,1020,1017,16,16,16,35,13,42,0.00,6,,302<br />
2015-3-23,22,16,10,8,6,3,80,57,33,1024,1023,1022,16,16,16,32,19,42,0.00,5,,313<br />
2015-3-24,22,16,10,9,7,4,74,55,35,1025,1023,1021,16,16,16,32,18,43,0.00,4,,310<br />
2015-3-25,25,17,9,11,9,7,89,60,31,1024,1022,1020,16,16,16,19,8,24,0.00,1,,327<br />
2015-3-26,31,21,12,10,7,-2,83,48,13,1023,1020,1017,16,16,16,13,5,19,0.00,0,,95<br />
2015-3-27,33,23,13,10,6,2,61,38,15,1020,1018,1015,16,16,16,26,10,34,0.00,0,,322<br />
2015-3-28,28,21,13,9,8,6,72,50,28,1020,1018,1016,16,16,16,24,10,29,0.00,1,,303<br />
2015-3-29,30,21,12,8,6,3,77,48,19,1019,1017,1015,16,16,16,16,6,21,0.00,1,,312<br />
2015-3-30,32,22,13,9,5,-4,62,37,11,1017,1015,1012,16,16,16,27,11,37,0.00,2,,302<br />
2015-3-31,26,19,12,7,4,3,59,43,26,1020,1017,1015,16,16,16,42,25,53,0.00,2,,305<br />
2015-4-1,23,16,9,3,-1,-7,59,37,15,1021,1018,1015,16,16,16,32,16,39,0.00,3,,306<br />
2015-4-2,23,15,7,4,0,-4,76,46,16,1021,1019,1017,16,16,16,27,11,43,0.00,0,,308<br />
2015-4-3,26,17,8,2,-1,-4,61,37,13,1023,1020,1017,16,16,16,21,8,26,0.00,0,,298<br />
2015-4-4,26,17,8,3,-2,-9,58,34,10,1018,1015,1011,16,16,16,27,10,37,0.00,1,,310<br />
2015-4-5,22,15,8,8,2,-2,77,50,22,1014,1012,1010,16,16,16,39,17,47,0.00,3,,310<br />
2015-4-6,19,13,7,5,-1,-7,76,48,19,1016,1014,1011,16,16,16,27,10,35,0.00,6,,297<br />
2015-4-7,13,11,9,9,6,2,83,67,50,1019,1014,1013,16,13,1,32,15,39,14.22,6,Rain,107<br />
2015-4-8,18,12,6,6,4,2,89,62,34,1022,1020,1018,16,16,16,23,10,35,0.00,2,,306<br />
2015-4-9,21,14,7,6,5,3,92,62,32,1019,1016,1013,16,15,6,13,5,16,0.00,4,,295<br />
2015-4-10,25,16,7,7,4,-1,86,52,18,1017,1015,1014,16,14,10,24,9,37,0.00,2,,283<br />
2015-4-11,26,18,9,7,4,2,77,49,21,1017,1015,1013,16,16,16,37,17,47,0.00,4,,310<br />
2015-4-12,27,19,11,9,8,6,83,56,28,1017,1015,1013,16,16,16,24,7,35,0.00,1,,284<br />
2015-4-13,31,22,13,9,6,-2,72,42,12,1017,1015,1013,16,16,16,45,16,58,0.00,1,,151<br />
2015-4-14,22,16,11,7,-1,-13,77,44,10,1025,1022,1019,16,16,16,47,23,61,0.00,1,,304<br />
2015-4-15,22,15,7,2,0,-3,70,45,19,1022,1019,1015,16,16,16,21,7,24,0.00,0,,285<br />
2015-4-16,27,18,10,3,-1,-6,54,33,12,1018,1016,1014,16,16,16,14,7,19,0.00,0,,122<br />
2015-4-17,29,21,12,4,-1,-5,47,29,11,1019,1017,1014,16,16,16,21,8,26,0.00,1,,315<br />
2015-4-18,31,22,12,5,2,-2,59,37,14,1017,1014,1011,16,16,16,24,7,37,0.00,3,,346<br />
2015-4-19,32,23,14,10,4,1,62,39,15,1013,1011,1008,16,16,16,27,9,34,0.00,2,,292<br />
2015-4-20,31,22,14,11,8,5,80,51,21,1010,1008,1005,16,16,14,37,15,45,0.00,3,,310<br />
2015-4-21,23,18,13,10,8,6,77,55,33,1011,1009,1007,16,16,16,26,10,32,0.00,4,,299<br />
2015-4-22,24,18,12,11,9,8,77,57,36,1012,1010,1008,16,16,16,24,9,31,0.00,5,,306<br />
2015-4-23,27,19,12,11,9,7,77,54,30,1011,1009,1007,16,15,11,32,9,40,0.00,4,,316<br />
2015-4-24,23,18,13,8,4,-1,72,47,22,1015,1013,1010,16,16,16,29,17,39,0.00,6,,315<br />
2015-4-25,20,16,11,11,9,2,89,66,43,1015,1014,1012,16,11,2,34,14,40,17.53,7,Rain,93<br />
2015-4-26,24,17,9,9,7,6,77,55,33,1019,1017,1015,16,16,16,29,13,34,0.00,2,,313<br />
2015-4-27,28,21,12,13,8,6,83,55,26,1017,1015,1012,16,15,13,16,7,24,0.00,1,,121<br />
2015-4-28,33,24,15,12,8,2,69,42,15,1016,1014,1011,16,16,14,24,10,32,0.00,1,,330<br />
2015-4-29,32,24,16,11,9,7,60,42,23,1015,1012,1009,16,16,16,26,11,31,0.00,5,,311<br />
2015-4-30,34,24,14,11,8,4,77,46,15,1011,1009,1007,16,16,16,21,9,26,0.00,3,,310<br />
2015-5-1,34,25,16,11,5,-3,67,39,10,1011,1009,1007,16,16,14,32,12,37,0.00,2,,151<br />
2015-5-2,33,24,16,6,-2,-9,40,24,7,1011,1009,1006,16,16,16,24,8,31,0.00,1,,166<br />
2015-5-3,31,22,12,7,0,-6,51,30,9,1010,1009,1007,16,16,16,26,11,32,0.00,1,,154<br />
2015-5-4,29,21,12,9,8,5,77,50,23,1012,1011,1009,16,16,16,27,13,34,0.00,2,,299<br />
2015-5-5,28,20,12,8,6,-2,77,47,16,1013,1011,1009,16,16,16,26,12,34,0.00,1,,312<br />
2015-5-6,24,18,11,7,4,-1,71,46,21,1011,1009,1007,16,16,16,24,13,29,0.00,1,,312<br />
2015-5-7,18,14,10,9,7,4,80,60,40,1009,1007,1006,16,15,6,40,9,45,6.10,6,Rain-Hail-Thunderstorm,336<br />
2015-5-8,19,15,10,8,6,4,86,63,40,1016,1012,1009,16,16,16,23,9,,1.02,6,Rain,95<br />
2015-5-9,25,20,14,10,7,6,62,47,31,1018,1016,1014,16,16,16,23,7,29,0.00,4,,303<br />
2015-5-10,30,22,14,11,8,3,77,50,23,1017,1014,1012,16,16,16,23,9,29,0.00,1,,334<br />
2015-5-11,30,22,14,7,4,-1,55,36,17,1012,1011,1007,16,16,16,35,19,43,0.00,4,,307<br />
2015-5-12,24,18,11,5,2,-7,63,38,12,1013,1011,1010,16,16,16,32,16,39,0.00,4,,309<br />
2015-5-13,23,17,11,6,2,-1,63,43,22,1014,1012,1010,16,16,16,29,14,35,0.00,7,,290<br />
2015-5-14,21,17,12,11,7,3,93,62,31,1011,1010,1007,16,15,5,34,12,42,6.10,7,Rain-Thunderstorm,300<br />
2015-5-15,23,17,11,11,9,7,96,68,40,1014,1012,1011,16,15,6,26,10,32,0.51,7,Rain,229<br />
2015-5-16,25,18,10,8,6,3,77,51,25,1015,1014,1013,16,16,16,21,11,29,0.00,3,,309<br />
2015-5-17,24,18,12,11,8,6,77,55,33,1016,1015,1014,16,16,16,27,11,34,0.76,5,,317<br />
2015-5-18,26,19,13,10,7,4,72,50,27,1017,1015,1014,16,16,16,29,17,37,0.00,4,,299<br />
2015-5-19,26,19,11,8,7,4,83,56,28,1018,1015,1012,16,16,16,26,15,39,0.00,2,,310<br />
2015-5-20,28,20,12,9,7,3,77,49,21,1013,1012,1009,16,16,16,34,13,42,0.00,3,,294<br />
2015-5-21,21,17,13,9,8,8,72,58,44,1014,1013,1011,16,16,14,27,11,35,0.00,7,,311<br />
2015-5-22,22,18,14,11,9,7,67,53,38,1017,1015,1013,16,16,16,27,13,37,0.00,8,,304<br />
2015-5-23,27,21,14,10,9,8,77,56,35,1018,1016,1013,16,16,16,29,13,37,0.00,5,,312<br />
2015-5-24,28,21,13,11,9,9,77,55,33,1016,1013,1011,16,16,16,23,9,27,0.00,1,,312<br />
2015-5-25,31,23,14,11,10,7,77,50,22,1013,1011,1009,16,16,16,27,12,34,0.00,1,,295<br />
2015-5-26,30,22,14,11,10,7,77,51,25,1014,1012,1011,16,16,16,26,15,35,0.00,1,,303<br />
2015-5-27,32,23,13,11,7,-1,77,45,13,1014,1013,1011,16,16,14,24,14,34,0.00,0,,299<br />
2015-5-28,32,24,15,11,8,1,75,46,16,1015,1013,1011,16,16,16,23,13,29,0.00,2,,313<br />
2015-5-29,35,26,16,12,8,0,67,40,12,1013,1012,1009,16,16,16,24,11,32,0.00,3,,300<br />
2015-5-30,37,27,17,11,8,4,63,38,13,1012,1010,1008,16,16,16,26,10,32,0.00,5,,310<br />
2015-5-31,36,27,18,10,7,2,56,34,12,1012,1010,1007,16,16,16,39,15,48,0.00,2,,297<br />
2015-6-1,30,22,13,12,8,5,67,45,22,1016,1014,1012,16,16,16,37,17,47,0.00,1,,304<br />
2015-6-2,30,23,16,12,11,7,78,52,25,1016,1014,1011,16,16,16,27,18,37,0.00,1,,305<br />
2015-6-3,31,23,16,10,6,-1,60,37,13,1012,1010,1008,16,16,16,34,18,40,0.00,5,,300<br />
2015-6-4,28,21,13,9,7,2,77,48,18,1010,1008,1006,16,16,16,23,11,35,0.00,2,,295<br />
2015-6-5,31,23,14,10,8,4,72,47,22,1009,1008,1006,16,16,16,24,10,31,0.00,4,,356<br />
2015-6-6,32,25,17,13,9,6,60,41,21,1010,1009,1008,16,16,16,21,9,27,0.00,3,,296<br />
2015-6-7,36,28,19,14,11,6,68,42,16,1012,1010,1008,16,16,16,19,9,24,0.00,2,,302<br />
2015-6-8,41,32,22,14,9,3,57,34,10,1011,1009,1006,16,16,16,26,11,,0.00,1,,283<br />
2015-6-9,32,29,25,14,11,7,45,34,22,1011,1009,1007,16,14,3,26,11,32,0.00,6,,168<br />
2015-6-10,32,27,22,17,14,12,73,51,29,1011,1010,1009,16,16,16,35,18,43,0.25,4,,305<br />
2015-6-11,33,26,19,16,15,13,81,56,30,1011,1009,1007,16,15,10,21,9,26,0.00,2,,294<br />
2015-6-12,38,31,23,16,15,12,64,43,21,1009,1007,1005,16,16,10,21,9,27,0.00,3,,300<br />
2015-6-13,41,33,24,16,11,1,54,31,8,1006,1005,1002,16,16,16,34,14,39,0.00,1,,294<br />
2015-6-14,38,29,20,12,8,-2,55,32,8,1007,1006,1004,16,16,16,26,11,32,0.00,1,,303<br />
2015-6-15,37,28,18,12,6,-11,63,34,5,1010,1008,1007,16,16,14,26,12,31,0.00,1,,299<br />
2015-6-16,36,27,17,9,6,-4,56,32,8,1012,1011,1009,16,16,16,16,11,,0.00,0,,306<br />
2015-6-17,39,29,19,10,5,-9,51,28,4,1012,1010,1008,16,16,16,23,11,29,0.00,2,,304<br />
2015-6-18,39,30,21,11,3,-8,47,26,5,1013,1011,1010,16,16,16,34,15,40,0.00,1,,301<br />
2015-6-19,37,27,18,6,1,-7,37,22,6,1014,1012,1010,16,16,16,27,15,39,0.00,1,,301<br />
2015-6-20,38,28,18,8,3,-7,48,27,5,1011,1010,1008,16,16,16,23,10,27,0.00,5,,312<br />
2015-6-21,36,28,21,8,2,-5,44,26,7,1014,1011,1009,16,16,16,29,18,37,0.00,1,,308<br />
2015-6-22,36,26,17,7,-1,-6,34,21,7,1016,1013,1011,16,16,16,24,13,34,0.00,0,,300<br />
2015-6-23,36,27,18,9,4,-2,44,27,10,1014,1012,1010,16,16,16,26,11,32,0.00,1,,306<br />
2015-6-24,37,28,19,11,8,3,49,31,13,1012,1010,1008,16,16,16,23,12,27,0.00,0,,298<br />
2015-6-25,41,31,22,13,9,3,50,31,11,1012,1010,1008,16,16,16,19,8,26,0.00,0,,298<br />
2015-6-26,42,32,23,13,10,4,50,31,11,1012,1010,1008,16,16,16,27,11,32,0.00,5,,275<br />
2015-6-27,39,31,22,15,9,4,53,33,12,1014,1012,1010,16,16,16,24,11,29,0.00,6,,278<br />
2015-6-28,37,30,23,15,13,11,57,41,24,1014,1012,1010,16,16,16,26,13,34,0.00,6,,290<br />
2015-6-29,37,29,21,14,12,11,53,38,22,1014,1012,1009,16,16,16,24,11,32,0.00,6,,301<br />
2015-6-30,41,33,24,16,12,9,44,30,16,1011,1009,1007,16,16,16,21,8,24,0.00,5,,281<br />
2015-7-1,39,33,26,18,12,8,52,34,16,1013,1010,1007,16,16,14,29,13,37,0.76,7,Rain-Thunderstorm,306<br />
2015-7-2,37,31,26,20,16,14,71,50,29,1013,1011,1010,16,16,11,19,5,26,1.02,6,,189<br />
2015-7-3,39,31,22,14,11,6,57,37,16,1012,1010,1007,16,16,16,27,13,37,0.00,4,,295<br />
2015-7-4,40,32,23,17,12,10,49,33,16,1009,1008,1005,16,16,16,26,13,35,0.00,2,,299<br />
2015-7-5,37,29,22,16,13,12,57,41,24,1012,1010,1008,16,16,16,32,15,39,0.00,1,,310<br />
2015-7-6,34,28,21,13,12,9,57,41,24,1016,1013,1012,16,16,16,39,20,45,0.00,1,,308<br />
2015-7-7,34,27,19,14,12,8,59,40,20,1015,1012,1008,16,16,16,32,17,40,0.00,2,,307<br />
2015-7-8,33,26,19,13,11,9,58,42,25,1010,1008,1005,16,16,16,37,16,45,0.00,2,,304<br />
2015-7-9,29,23,17,14,11,8,72,50,28,1012,1010,1007,16,16,16,32,14,40,0.00,4,Thunderstorm,309<br />
2015-7-10,30,24,19,14,13,12,68,50,32,1013,1011,1010,16,16,16,26,16,31,0.00,5,,311<br />
2015-7-11,33,25,17,14,13,10,78,52,26,1014,1012,1011,16,16,16,27,14,34,0.00,3,,299<br />
2015-7-12,34,26,18,14,13,12,68,48,28,1016,1014,1012,16,16,16,32,15,40,0.00,4,,307<br />
2015-7-13,35,28,20,13,12,11,59,42,24,1015,1012,1009,16,16,16,29,17,42,0.00,4,,295<br />
2015-7-14,35,27,19,13,10,4,63,39,15,1011,1009,1007,16,16,16,27,15,35,0.00,1,,306<br />
2015-7-15,35,26,17,11,9,6,63,40,16,1011,1010,1008,16,16,16,24,10,31,0.00,0,,291<br />
2015-7-16,38,29,19,13,9,4,63,38,13,1011,1010,1007,16,16,16,24,10,29,0.00,1,Rain,295<br />
2015-7-17,38,29,21,13,11,6,61,38,14,1009,1007,1005,16,16,16,27,11,35,0.00,1,,295<br />
2015-7-18,38,30,21,19,12,-1,67,38,9,1015,1011,1007,16,15,4,35,9,43,9.14,4,Rain-Thunderstorm,229<br />
2015-7-19,32,27,22,20,17,14,84,60,36,1018,1016,1014,16,16,16,24,11,37,0.00,5,,278<br />
2015-7-20,36,30,24,19,17,14,74,51,28,1016,1014,1011,16,16,16,24,8,31,0.00,6,,209<br />
2015-7-21,38,32,26,18,16,13,62,43,24,1012,1009,1006,16,16,16,29,12,35,0.00,3,,258<br />
2015-7-22,36,29,22,14,11,6,49,33,16,1010,1008,1006,16,16,16,32,14,37,0.00,3,,299<br />
2015-7-23,34,26,18,11,7,2,56,36,16,1014,1013,1010,16,16,16,26,14,31,0.00,2,,298<br />
2015-7-24,35,26,17,11,7,3,63,39,14,1018,1016,1014,16,16,16,27,14,34,0.00,1,,303<br />
2015-7-25,36,28,19,11,7,2,52,34,15,1017,1014,1011,16,16,16,35,17,42,0.00,1,,310<br />
2015-7-26,36,27,19,13,8,-2,63,37,10,1013,1011,1009,16,16,16,26,13,32,0.00,1,,296<br />
2015-7-27,36,27,18,10,8,4,56,35,14,1013,1011,1009,16,16,16,24,13,31,0.00,1,,297<br />
2015-7-28,38,29,20,11,7,2,53,32,11,1012,1010,1008,16,16,16,21,9,27,0.00,1,,301<br />
2015-7-29,42,32,21,13,9,3,53,32,10,1012,1010,1008,16,16,13,23,9,39,0.00,1,,290<br />
2015-7-30,39,32,23,16,12,8,50,33,15,1014,1013,1011,16,16,14,23,9,29,0.00,5,,283<br />
2015-7-31,41,33,26,18,14,11,58,39,19,1014,1012,1009,16,16,14,34,14,42,0.00,4,,292<br />
2015-8-1,38,30,22,12,9,6,49,33,16,1014,1012,1009,16,16,16,29,12,37,0.00,3,,304<br />
2015-8-2,37,29,21,14,11,8,51,36,21,1012,1010,1008,16,16,16,27,13,34,0.00,2,,303<br />
2015-8-3,35,28,20,14,11,9,53,38,23,1013,1011,1009,16,16,16,29,16,39,0.00,3,,306<br />
2015-8-4,29,23,18,13,12,11,67,53,39,1014,1013,1012,16,16,16,29,14,39,0.00,4,,298<br />
2015-8-5,31,24,17,16,13,12,72,53,34,1016,1014,1012,16,16,16,24,10,27,0.00,6,,298<br />
2015-8-6,33,28,23,16,13,11,64,45,26,1012,1010,1007,16,16,16,23,7,32,0.00,7,,300<br />
2015-8-7,34,27,20,14,12,6,66,42,17,1010,1009,1007,16,16,14,24,13,32,0.00,2,,303<br />
2015-8-8,35,27,18,13,11,6,73,45,17,1013,1011,1009,16,16,16,23,13,34,0.00,2,,304<br />
2015-8-9,36,28,19,14,11,3,68,41,14,1013,1011,1008,16,16,11,23,11,29,0.00,1,,304<br />
2015-8-10,36,28,21,13,10,5,57,36,15,1012,1010,1008,16,16,16,34,15,42,0.00,0,,297<br />
2015-8-11,34,26,18,12,10,6,67,43,18,1013,1011,1009,16,16,16,29,12,35,0.00,0,,303<br />
2015-8-12,36,27,18,12,11,7,63,40,17,1017,1014,1012,16,16,16,26,13,35,0.00,0,,291<br />
2015-8-13,37,28,19,13,11,8,63,41,18,1016,1014,1011,16,16,16,32,14,42,0.00,1,,302<br />
2015-8-14,34,27,19,13,12,8,68,47,26,1017,1014,1012,16,16,16,27,16,37,0.00,2,,303<br />
2015-8-15,38,29,19,12,11,9,59,40,21,1015,1013,1010,16,16,16,21,10,26,0.00,4,,305<br />
2015-8-16,41,32,23,14,8,2,46,28,10,1012,1010,1008,16,15,13,16,7,23,0.00,4,,289<br />
2015-8-17,42,33,23,13,10,4,49,30,11,1010,1008,1006,16,15,10,23,10,37,0.00,1,,295<br />
